entity_relevance,entity_sentiment,entity_ticker,harvested_at,story_id
100.0,-23.1,CMG,2017-12-01T03:17:12.903Z,5a20c9aba656f21d2e6b0f59
100.0,-23.1,CMG,2017-12-01T03:17:12.903Z,5a20c9aba656f21d2e6b0f59
100.0,-23.1,CMG,2017-12-01T03:17:12.903Z,5a20c9aba656f21d2e6b0f59
100.0,81.3,JACK,2017-12-01T02:52:06.813Z,5a20c3cda656f23cc46b0f55
100.0,-27.2,SBUX,2017-12-01T02:48:37.398Z,5a20c2fca656f21c246b0f64
100.0,-27.2,SBUX,2017-12-01T02:48:37.398Z,5a20c2fca656f21c246b0f64
100.0,31.3,SBUX,2017-12-01T02:21:37.661Z,5a20bca7a656f22d8b6b0f7f
100.0,-27.2,SBUX,2017-12-01T02:19:36.474Z,5a20bc2fa656f21e086b0f68
100.0,-27.2,SBUX,2017-12-01T02:19:36.474Z,5a20bc2fa656f21e086b0f68
100.0,,RRGB,2017-12-01T02:13:10.667Z,5a20bab1a656f26657534137
100.0,,JACK,2017-12-01T01:59:14.976Z,5a20b761a656f26d5f6b0f72
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-23.7,CMG,2017-12-01T01:51:09.062Z,5a20b580a656f2239c6b0f66
100.0,-74.9,CMG,2017-12-01T01:47:07.698Z,5a20b493a656f2031c53413c
100.0,-74.9,CMG,2017-12-01T01:47:07.698Z,5a20b493a656f2031c53413c
100.0,31.2,SBUX,2017-12-01T01:42:24.998Z,5a20b367a656f252836b0fcf
100.0,,CMG,2017-12-01T01:42:24.996Z,5a20b367a656f252836b0fc9
100.0,,CMG,2017-12-01T01:42:24.996Z,5a20b367a656f252836b0fc9
100.0,48.6,SBUX,2017-12-01T01:42:24.995Z,5a20b367a656f252836b0fc8
100.0,48.6,SBUX,2017-12-01T01:42:24.995Z,5a20b367a656f252836b0fc8
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,24.3,CMG,2017-12-01T01:41:54.857Z,5a20b345a656f24fa16b0f6e
100.0,75.0,DENN,2017-12-01T01:41:41.731Z,5a20b345a656f24fa16b0f5f
100.0,-5.0,CMG,2017-12-01T01:35:37.946Z,5a20b1dea656f21d716b0f6d
100.0,-5.0,CMG,2017-12-01T01:35:37.946Z,5a20b1dea656f21d716b0f6d
100.0,87.4,SBUX,2017-12-01T01:34:01.733Z,5a20b183a656f210a36b0f5a
100.0,87.4,SBUX,2017-12-01T01:34:01.733Z,5a20b183a656f210a36b0f5a
100.0,-50.1,YUM,2017-12-01T01:29:40.159Z,5a20b07ea656f268f56b0f4e
100.0,-50.1,YUM,2017-12-01T01:29:40.159Z,5a20b07ea656f268f56b0f4e
100.0,-50.1,YUM,2017-12-01T01:29:40.159Z,5a20b07ea656f268f56b0f4e
100.0,-50.1,YUM,2017-12-01T01:29:40.159Z,5a20b07ea656f268f56b0f4e
100.0,-50.1,YUM,2017-12-01T01:29:40.159Z,5a20b07ea656f268f56b0f4e
100.0,-6.3,CMG,2017-12-01T01:26:58.828Z,5a20afdba656f2541e53414b
100.0,-27.2,SBUX,2017-12-01T01:18:10.763Z,5a20adc4a656f2096c6b0f6f
100.0,-27.2,SBUX,2017-12-01T01:18:10.763Z,5a20adc4a656f2096c6b0f6f
100.0,78.0,SBUX,2017-12-01T01:17:36.673Z,5a20ada5a656f204346b0f62
100.0,34.4,JACK,2017-12-01T01:16:49.465Z,5a20ad69a656f27c3d6b0fdf
100.0,34.4,JACK,2017-12-01T01:16:49.465Z,5a20ad69a656f27c3d6b0fdf
100.0,14.2,WING,2017-12-01T01:16:40.282Z,5a20ad69a656f27c3d6b0f4e
100.0,14.2,WING,2017-12-01T01:16:40.282Z,5a20ad69a656f27c3d6b0f4e
100.0,14.2,WING,2017-12-01T01:16:40.282Z,5a20ad69a656f27c3d6b0f4e
100.0,-81.1,CMG,2017-12-01T01:10:07.349Z,5a20abe3a656f243446b0f81
100.0,,SBUX,2017-12-01T00:55:23.467Z,5a20a873a656f240ff53413e
100.0,,SBUX,2017-12-01T00:55:23.467Z,5a20a873a656f240ff53413e
100.0,0.0,SBUX,2017-12-01T00:43:04.999Z,5a20a58da656f24f686b0f84
100.0,0.0,SBUX,2017-12-01T00:43:04.999Z,5a20a58da656f24f686b0f84
100.0,0.0,BWLD,2017-12-01T00:39:49.252Z,5a20a4c4a656f2323c534140
